unnamed:_0,id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
2966,QO56662,Arizona,2551.226692,Yes,Basic,Master,2011-01-19,Employed,M,79751,Suburban,Married,63,15.0,67,0.0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,A,1
2967,FL55134,Nevada,10408.96865,Yes,Basic,High School or Below,2011-02-18,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Personal Auto,Personal L3,Offer1,Branch,523.815839,SUV,Medsize,A,2
2970,CX34236,Oregon,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,15.11182,42,0.386309,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A,1
2973,RO25639,Nevada,5442.744248,No,Basic,Doctor,2011-02-03,Employed,F,25884,Urban,Married,69,18.0,36,3.0,9,Personal Auto,Personal L3,Offer2,Branch,292.274846,Four-Door Car,Medsize,A,2
2975,CE11667,Oregon,7582.113842,Yes,Basic,College,2011-02-03,Employed,M,64801,Urban,Married,64,23.0,19,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize,A,2
2982,DG30586,Oregon,2867.312197,Yes,Extended,Bachelor,2011-01-03,Retired,F,23376,Suburban,Divorced,78,19.0,18,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,374.4,Four-Door Car,Medsize,A,1
2984,RP14593,Oregon,3945.588049,No,Basic,Bachelor,2011-01-19,Unemployed,F,0,Suburban,Single,105,2.0,54,0.0,1,Personal Auto,Personal L2,Offer3,Web,933.212749,SUV,Small,A,1
2985,ZW51071,Oregon,6622.05254,No,Extended,High School or Below,2011-01-14,Employed,F,80979,Rural,Divorced,84,32.0,27,2.0,3,Personal Auto,Personal L3,Offer1,Agent,25.961213,Four-Door Car,Medsize,A,1
2986,GT89774,Arizona,17109.39447,No,Extended,Bachelor,2011-01-13,Employed,F,87139,Rural,Married,213,18.0,27,0.0,3,Personal Auto,Personal L3,Offer4,Agent,363.865389,Luxury SUV,Medsize,A,1
2988,FV38119,Washington,9661.103686,No,Extended,High School or Below,2011-01-26,Unemployed,M,0,Suburban,Married,135,15.11182,98,0.386309,9,Corporate Auto,Corporate L1,Offer1,Agent,648.0,SUV,Medsize,A,1
2989,DE78840,Nevada,6991.248087,No,Basic,Bachelor,2011-02-22,Medical Leave,F,19019,Suburban,Married,186,7.0,46,0.0,1,Personal Auto,Personal L3,Offer4,Branch,1003.050834,Luxury SUV,Medsize,A,2
2990,IU47468,Oregon,6165.557517,No,Extended,Bachelor,2011-01-24,Unemployed,F,0,Suburban,Single,88,12.0,54,0.0,6,Special Auto,Special L2,Offer3,Web,653.65668,Two-Door Car,Small,A,1
2991,QA41472,Oregon,13355.48637,No,Basic,Bachelor,2011-01-14,Employed,M,34495,Urban,Married,113,27.0,29,0.0,2,Personal Auto,Personal L3,Offer3,Branch,389.673944,SUV,Medsize,A,1
2996,SH13204,California,4741.808942,No,Basic,High School or Below,2011-01-20,Unemployed,F,0,Suburban,Single,65,2.0,73,0.0,8,Personal Auto,Personal L1,Offer2,Agent,731.289267,Two-Door Car,Medsize,A,1
2997,DO31181,Oregon,4739.297046,No,Extended,College,2011-01-30,Unemployed,F,0,Rural,Married,76,28.0,55,5.0,3,Personal Auto,Personal L3,Offer1,Agent,38.792481,Two-Door Car,Medsize,A,1
3001,SG82836,Oregon,6439.779016,No,Extended,High School or Below,2011-01-14,Employed,M,47412,Suburban,Married,81,10.0,39,0.0,7,Personal Auto,Personal L2,Offer1,Branch,421.824276,Two-Door Car,Small,A,1
3005,NX93393,Oregon,4335.353131,No,Premium,High School or Below,2011-02-27,Employed,M,86096,Suburban,Married,108,30.0,1,0.0,1,Corporate Auto,Corporate L3,Offer2,Call Center,518.4,Two-Door Car,Large,A,2
3006,TT47031,Arizona,5450.573438,No,Basic,Bachelor,2011-02-04,Employed,F,76389,Urban,Married,68,5.0,86,0.0,7,Personal Auto,Personal L1,Offer1,Web,262.00129,Four-Door Car,Small,A,2
3010,AY35050,Arizona,7292.913911,No,Extended,College,2011-02-23,Unemployed,F,0,Suburban,Married,98,3.0,70,0.0,8,Personal Auto,Personal L3,Offer1,Branch,470.4,Two-Door Car,Medsize,A,2
3011,EP80820,California,5928.748528,No,Basic,Bachelor,2011-01-27,Employed,F,40531,Rural,Married,74,17.0,32,0.0,9,Personal Auto,Personal L3,Offer1,Agent,30.567357,Two-Door Car,Medsize,A,1
3012,JC33752,Oregon,6277.844624,No,Extended,College,2011-01-21,Employed,F,21024,Suburban,Single,82,32.0,8,1.0,9,Personal Auto,Personal L3,Offer2,Agent,450.129276,Two-Door Car,Large,A,1
3013,IU25994,California,31516.5084,No,Extended,College,2011-02-16,Unemployed,M,0,Suburban,Married,125,23.0,4,0.0,2,Corporate Auto,Corporate L3,Offer3,Branch,626.411563,SUV,Medsize,A,2
3016,XM39121,Arizona,7955.442668,No,Basic,College,2011-02-23,Unemployed,F,0,Suburban,Married,69,11.0,5,0.0,2,Personal Auto,Personal L1,Offer1,Web,331.2,Four-Door Car,Small,A,2
3019,LU30834,Oregon,14230.3242,No,Basic,Bachelor,2011-02-22,Employed,F,78046,Suburban,Divorced,119,22.0,91,2.0,2,Personal Auto,Personal L3,Offer1,Call Center,759.119999,SUV,Small,A,2
3021,AM97901,Nevada,22986.15393,No,Premium,College,2011-01-23,Employed,F,84831,Suburban,Single,192,13.0,37,0.0,2,Special Auto,Special L1,Offer1,Branch,1336.931716,Sports Car,Medsize,A,1
3022,PK35830,Oregon,12357.11512,No,Basic,Bachelor,2011-01-02,Unemployed,M,0,Suburban,Single,182,4.0,34,0.0,5,Personal Auto,Personal L2,Offer1,Branch,1953.87972,Luxury SUV,Medsize,A,1
3023,BA75404,Oregon,5789.8509,No,Basic,Doctor,2011-01-19,Employed,F,77221,Urban,Married,71,2.0,49,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,259.591385,Four-Door Car,Medsize,A,1
3026,RX14132,California,7228.005386,No,Basic,High School or Below,2011-01-06,Employed,M,25926,Suburban,Married,61,28.0,68,0.0,2,Personal Auto,Personal L1,Offer4,Agent,292.8,Two-Door Car,Small,A,1
3030,AU46604,California,2030.783687,No,Basic,Bachelor,2011-01-16,Unemployed,M,0,Suburban,Single,64,0.0,8,1.0,1,Personal Auto,Personal L2,Offer2,Agent,731.479725,Four-Door Car,Small,A,1
3031,BF72793,California,6732.970948,No,Basic,High School or Below,2011-01-28,Unemployed,F,0,Suburban,Single,62,10.0,31,0.0,2,Personal Auto,Personal L3,Offer2,Agent,446.4,Two-Door Car,Medsize,A,1
3032,WV37081,California,5158.576449,No,Basic,College,2011-01-13,Employed,M,25963,Urban,Married,66,11.0,35,0.0,9,Personal Auto,Personal L3,Offer2,Web,298.954932,Four-Door Car,Medsize,A,1
3034,SN69015,California,6371.320461,No,Extended,College,2011-01-04,Employed,M,23797,Suburban,Married,81,10.0,57,0.0,3,Personal Auto,Personal L2,Offer2,Web,388.8,Four-Door Car,Medsize,A,1
3035,OY74069,Arizona,3538.059456,No,Basic,College,2011-01-15,Unemployed,F,0,Suburban,Single,67,12.0,67,5.0,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medsize,A,1
3036,YH86106,Arizona,5764.862315,No,Basic,Bachelor,2011-02-11,Employed,M,40238,Suburban,Married,73,17.0,88,1.0,9,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize,A,2
3037,MA43940,Oregon,9343.198788,No,Basic,High School or Below,2011-02-13,Employed,M,75909,Suburban,Married,117,23.0,77,0.0,3,Special Auto,Special L3,Offer3,Branch,561.6,Sports Car,Medsize,A,2
3038,TF67147,Oregon,2248.449633,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,15.11182,63,0.386309,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,A,1
3043,SV34223,California,20477.10841,No,Basic,College,2011-01-01,Employed,F,58317,Suburban,Married,73,0.0,56,0.0,2,Personal Auto,Personal L2,Offer4,Call Center,350.4,Four-Door Car,Medsize,A,1
3044,PE66545,Oregon,2545.518369,No,Basic,Bachelor,2011-02-01,Employed,M,29250,Suburban,Married,64,27.0,30,0.0,1,Personal Auto,Personal L3,Offer4,Agent,308.240792,Two-Door Car,Small,A,2
3045,VF72557,Oregon,4772.943848,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35.0,90,0.0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,A,2
3051,DE21910,Oregon,7304.395148,No,Extended,College,2011-02-18,Employed,F,41025,Rural,Married,92,22.0,92,0.0,6,Personal Auto,Personal L3,Offer1,Agent,20.374393,Four-Door Car,Large,A,2
3052,AW18068,Arizona,9468.509337,No,Extended,High School or Below,2011-02-22,Unemployed,M,0,Suburban,Single,88,6.0,47,0.0,2,Personal Auto,Personal L1,Offer1,Agent,633.6,Two-Door Car,Medsize,A,2
3056,XJ40322,California,5294.28379,No,Basic,High School or Below,2011-01-06,Employed,F,61687,Rural,Single,67,13.0,17,0.0,3,Personal Auto,Personal L2,Offer4,Web,120.128737,Two-Door Car,Medsize,A,1
3060,MR50410,Nevada,5067.002561,No,Extended,College,2011-02-24,Employed,M,89703,Urban,Married,126,6.0,54,0.0,1,Personal Auto,Personal L1,Offer4,Branch,601.983113,SUV,Medsize,A,2
3063,OM37610,Nevada,13024.22378,No,Premium,High School or Below,2011-01-20,Employed,F,26312,Suburban,Married,110,15.11182,19,0.386309,2,Personal Auto,Personal L3,Offer1,Web,565.837664,Four-Door Car,Medsize,A,1
3066,HD56196,Oregon,34090.03598,No,Extended,Doctor,2011-01-24,Employed,F,51840,Rural,Married,94,10.0,75,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,33.747903,Two-Door Car,Small,A,1
3067,QW88350,Washington,7618.442045,No,Basic,College,2011-02-23,Employed,F,41900,Urban,Married,63,0.0,34,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,170.496071,Four-Door Car,Large,A,2
3068,SM16060,Arizona,4811.740943,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Single,68,34.0,37,0.0,6,Personal Auto,Personal L2,Offer1,Web,619.07199,Two-Door Car,Small,A,2
3069,WX30852,Arizona,2639.982596,No,Basic,Bachelor,2011-02-04,Employed,F,69819,Rural,Married,66,24.0,20,0.0,1,Personal Auto,Personal L1,Offer4,Agent,21.00736,Four-Door Car,Medsize,A,2
3070,CF15252,Arizona,4344.524462,No,Basic,Bachelor,2011-02-25,Employed,F,48054,Suburban,Married,109,2.0,64,0.0,1,Personal Auto,Personal L1,Offer1,Call Center,523.2,SUV,Medsize,A,2
3072,IN95983,California,6798.272436,No,Extended,College,2011-01-10,Employed,F,32517,Suburban,Single,94,11.0,53,3.0,3,Special Auto,Special L3,Offer1,Branch,451.2,Four-Door Car,Small,A,1
3073,OR78439,Arizona,8658.863813,Yes,Basic,College,2011-02-07,Employed,M,62464,Urban,Married,109,23.0,45,0.0,4,Corporate Auto,Corporate L3,Offer2,Agent,400.181882,Sports Car,Medsize,A,2
3075,AZ74055,Oregon,4115.577437,No,Premium,High School or Below,2011-02-23,Employed,M,52405,Suburban,Married,103,2.0,27,0.0,1,Personal Auto,Personal L3,Offer4,Call Center,494.4,Four-Door Car,Medsize,A,2
3078,OP70207,Oregon,10506.88413,No,Extended,College,2011-02-14,Employed,M,37934,Urban,Divorced,137,2.0,58,1.0,8,Personal Auto,Personal L3,Offer1,Call Center,385.440163,Sports Car,Medsize,A,2
3079,TD19026,California,2861.717418,No,Basic,High School or Below,2011-02-22,Employed,F,90083,Urban,Married,71,23.0,47,0.0,1,Personal Auto,Personal L3,Offer4,Agent,181.689191,Two-Door Car,Medsize,A,2
3080,XB27698,Oregon,8622.835375,Yes,Basic,Bachelor,2011-02-18,Employed,M,97361,Suburban,Single,73,6.0,85,0.0,2,Personal Auto,Personal L1,Offer1,Agent,350.4,Four-Door Car,Medsize,A,2
3082,FB84235,Oregon,5498.940679,Yes,Basic,College,2011-02-05,Medical Leave,M,22520,Suburban,Married,73,17.0,64,0.0,3,Personal Auto,Personal L2,Offer1,Branch,350.4,Four-Door Car,Medsize,A,2
3083,VH41477,Oregon,4742.106389,No,Premium,High School or Below,2011-01-10,Employed,M,63891,Rural,Married,119,13.0,13,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,7.651121,Two-Door Car,Medsize,A,1
3086,XQ19310,California,5006.609577,No,Basic,High School or Below,2011-01-16,Unemployed,F,0,Suburban,Single,71,16.0,4,0.0,5,Personal Auto,Personal L3,Offer2,Call Center,358.985713,Two-Door Car,Medsize,A,1
3089,JZ61712,Nevada,3359.239423,No,Extended,Bachelor,2011-02-10,Employed,M,97576,Suburban,Married,83,1.0,49,1.0,1,Personal Auto,Personal L3,Offer4,Call Center,544.712653,Two-Door Car,Large,A,2
3092,WB21698,California,3723.114445,No,Extended,High School or Below,2011-02-07,Employed,F,31974,Urban,Married,92,25.0,77,0.0,1,Personal Auto,Personal L3,Offer2,Branch,388.135527,Four-Door Car,Medsize,A,2
3093,PK79296,California,2602.212965,No,Basic,College,2011-02-01,Disabled,F,28995,Suburban,Married,67,28.0,42,0.0,1,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Medsize,A,2
3094,YQ99152,Nevada,9787.808819,No,Extended,High School or Below,2011-01-07,Retired,M,10475,Suburban,Married,88,13.0,81,1.0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Two-Door Car,Small,A,1
3095,HU89665,Oregon,12128.36511,No,Basic,College,2011-02-25,Employed,F,20495,Suburban,Married,61,7.0,36,0.0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize,A,2
3097,OH11674,Arizona,8068.623946,No,Basic,Bachelor,2011-01-27,Employed,F,51584,Suburban,Divorced,69,11.0,98,2.0,2,Corporate Auto,Corporate L1,Offer1,Branch,368.919773,Two-Door Car,Small,A,1
3098,GK67747,Washington,4386.277558,Yes,Basic,College,2011-02-11,Retired,M,10621,Suburban,Single,67,28.0,22,0.0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A,2
3101,FU51754,Arizona,5568.947534,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,Medsize,A,1
3102,PB11270,Oregon,7107.655397,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,61,2.0,15,0.0,2,Personal Auto,Personal L2,Offer1,Agent,541.561209,Four-Door Car,Medsize,A,2
3103,OQ45659,Arizona,41745.00646,No,Premium,College,2011-01-01,Employed,F,45431,Suburban,Married,116,23.0,81,0.0,2,Personal Auto,Personal L3,Offer2,Branch,556.8,Four-Door Car,Medsize,A,1
3104,IB39821,Arizona,9011.129467,No,Basic,Bachelor,2011-01-01,Employed,M,88708,Urban,Married,112,6.0,71,0.0,9,Personal Auto,Personal L2,Offer2,Agent,499.663591,Sports Car,Small,A,1
3105,XK11432,Arizona,4665.129599,No,Basic,Bachelor,2011-02-02,Unemployed,M,0,Suburban,Married,62,26.0,62,0.0,3,Personal Auto,Personal L2,Offer1,Branch,297.6,Two-Door Car,Small,A,2
3108,SO47345,Arizona,9403.875138,No,Basic,Master,2011-01-26,Employed,F,56410,Urban,Married,117,13.0,73,0.0,3,Personal Auto,Personal L2,Offer1,Agent,523.99823,SUV,Medsize,A,1
3109,PV99529,Arizona,2724.430809,No,Extended,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Divorced,77,15.0,31,0.0,1,Personal Auto,Personal L1,Offer1,Branch,404.82483,Two-Door Car,Medsize,A,1
3112,PN12718,California,8681.046339,No,Extended,Bachelor,2011-02-03,Unemployed,M,0,Suburban,Married,86,6.0,57,2.0,2,Personal Auto,Personal L1,Offer2,Branch,541.217743,Two-Door Car,Large,A,2
3114,WG33213,California,2808.078361,No,Basic,Bachelor,2011-01-23,Employed,F,55005,Suburban,Divorced,70,31.0,39,1.0,1,Personal Auto,Personal L2,Offer4,Call Center,336.0,Four-Door Car,Medsize,A,1
3117,LE12782,Arizona,4466.977478,No,Basic,College,2011-01-10,Employed,M,28663,Suburban,Married,61,15.0,8,4.0,7,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Medsize,A,1
3120,WW31823,Oregon,19190.31894,No,Basic,High School or Below,2011-01-22,Employed,F,39034,Suburban,Married,68,10.0,55,0.0,2,Personal Auto,Personal L1,Offer1,Agent,466.446708,Four-Door Car,Small,A,1
3123,SY86059,California,3731.504584,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,0,Suburban,Married,96,31.0,34,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,A,2
3124,SB66770,Arizona,14435.67365,Yes,Premium,Master,2011-01-26,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,109.906628,Two-Door Car,Medsize,A,1
3125,ON59472,Arizona,15771.39342,No,Extended,High School or Below,2011-02-26,Medical Leave,M,21921,Suburban,Married,206,14.0,44,0.0,3,Corporate Auto,Corporate L2,Offer1,Branch,1254.137899,Luxury SUV,Large,A,2
3133,FY32647,California,12515.18061,No,Basic,College,2011-01-16,Unemployed,M,0,Suburban,Single,63,35.0,15,0.0,2,Special Auto,Special L3,Offer4,Branch,577.57549,Two-Door Car,Medsize,A,1
3138,ON50913,California,12807.09083,No,Basic,College,2011-01-14,Unemployed,F,0,Suburban,Married,69,32.0,21,0.0,2,Special Auto,Special L2,Offer1,Agent,450.760925,Four-Door Car,Small,A,1
3139,FY40655,Washington,39400.1854,No,Premium,Master,2011-01-20,Unemployed,M,0,Suburban,Single,181,22.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,868.8,SUV,Medsize,A,1
3141,CP19929,California,2242.574431,No,Basic,Bachelor,2011-02-10,Unemployed,F,0,Suburban,Single,63,31.0,99,1.0,1,Corporate Auto,Corporate L3,Offer1,Agent,453.6,Two-Door Car,Medsize,A,2
3142,RJ68578,Oregon,8110.704417,No,Basic,High School or Below,2011-02-14,Employed,M,76879,Suburban,Married,101,20.0,44,0.0,5,Corporate Auto,Corporate L3,Offer2,Web,487.102627,Sports Car,Large,A,2
3143,BK15048,Arizona,6656.709233,No,Basic,College,2011-01-20,Unemployed,M,0,Suburban,Single,69,23.0,32,1.0,2,Personal Auto,Personal L3,Offer1,Branch,496.8,Four-Door Car,Small,A,1
3153,FK75497,California,2453.408288,No,Basic,College,2011-01-21,Employed,M,83772,Rural,Divorced,62,13.0,76,0.0,1,Personal Auto,Personal L3,Offer3,Branch,42.248087,Two-Door Car,Large,A,1
3155,HB68898,Oregon,20239.38353,No,Premium,Bachelor,2011-01-30,Employed,F,36116,Rural,Married,171,27.0,33,2.0,2,Corporate Auto,Corporate L1,Offer1,Branch,158.126982,SUV,Medsize,A,1
3157,GM16780,Oregon,36057.53702,No,Extended,College,2011-02-07,Employed,M,90330,Rural,Single,137,0.0,86,3.0,2,Corporate Auto,Corporate L3,Offer1,Call Center,192.085299,Sports Car,Medsize,A,2
3158,ES97399,Nevada,10714.21449,No,Extended,High School or Below,2011-02-03,Employed,M,55994,Suburban,Married,92,19.0,75,2.0,2,Corporate Auto,Corporate L3,Offer3,Agent,441.6,Four-Door Car,Medsize,A,2
3159,AA35519,Arizona,8002.308333,Yes,Basic,College,2011-01-11,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize,A,1
3161,AS97690,Arizona,2411.256575,No,Basic,College,2011-02-23,Employed,M,54483,Suburban,Married,61,6.0,57,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize,A,2
3165,RZ50353,California,6243.141785,No,Extended,High School or Below,2011-01-02,Employed,M,57734,Suburban,Divorced,78,2.0,64,0.0,3,Personal Auto,Personal L2,Offer4,Web,374.4,Four-Door Car,Medsize,A,1
3166,LQ71247,Arizona,4524.642758,No,Basic,High School or Below,2011-01-04,Unemployed,F,0,Suburban,Single,65,30.0,59,2.0,3,Personal Auto,Personal L3,Offer1,Agent,490.113784,Four-Door Car,Small,A,1
3167,HV69023,California,8281.740124,No,Basic,High School or Below,2011-01-05,Medical Leave,F,19189,Suburban,Married,108,21.0,9,0.0,3,Personal Auto,Personal L2,Offer2,Web,518.4,SUV,Large,A,1
3169,RS60249,Oregon,4253.283113,No,Basic,Bachelor,2011-01-10,Unemployed,M,0,Suburban,Single,62,13.0,8,0.0,5,Personal Auto,Personal L2,Offer1,Branch,446.4,Two-Door Car,Medsize,A,1
3172,OB49075,Arizona,4458.113369,Yes,Basic,Bachelor,2011-01-02,Retired,M,17622,Suburban,Divorced,65,1.0,36,1.0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize,A,1
3173,WI89701,California,5705.899103,No,Basic,College,2011-01-11,Unemployed,F,0,Suburban,Married,74,2.0,34,0.0,9,Personal Auto,Personal L3,Offer1,Branch,432.4081,Two-Door Car,Medsize,A,1
3175,PZ47477,Arizona,8966.309774,No,Extended,High School or Below,2011-01-30,Employed,M,41829,Suburban,Married,76,11.0,41,0.0,2,Personal Auto,Personal L2,Offer2,Call Center,416.365369,Two-Door Car,Medsize,A,1
3183,EY71418,Oregon,25640.24004,No,Premium,Bachelor,2011-01-11,Disabled,F,24695,Suburban,Married,168,5.0,83,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,806.4,SUV,Medsize,A,1
3186,OI48534,California,2617.182661,No,Basic,High School or Below,2011-02-14,Employed,F,98338,Rural,Single,65,13.0,33,0.0,1,Personal Auto,Personal L1,Offer3,Web,35.597288,Four-Door Car,Medsize,A,2
3189,OD85990,Oregon,3964.151263,No,Basic,Bachelor,2011-02-14,Disabled,F,23474,Suburban,Divorced,102,5.0,21,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,489.6,SUV,Medsize,A,2
3190,ZJ65064,California,4921.752296,No,Basic,College,2011-02-05,Unemployed,F,0,Suburban,Single,70,28.0,29,0.0,8,Personal Auto,Personal L1,Offer3,Call Center,336.0,Four-Door Car,Medsize,A,2
3191,JK16503,California,4916.405552,No,Basic,High School or Below,2011-02-07,Unemployed,M,0,Suburban,Married,67,17.0,21,0.0,4,Personal Auto,Personal L1,Offer1,Branch,321.6,Two-Door Car,Medsize,A,2
3194,QV76563,Arizona,5070.227097,No,Basic,Doctor,2011-02-28,Unemployed,F,0,Suburban,Divorced,69,8.0,24,0.0,6,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small,A,2
3196,HZ28612,Washington,5626.572446,No,Basic,College,2011-01-05,Employed,F,59782,Suburban,Married,70,29.0,51,0.0,9,Personal Auto,Personal L2,Offer3,Branch,336.0,Four-Door Car,Small,A,1
3197,MO91628,Oregon,2614.474305,No,Basic,Master,2011-02-11,Employed,M,65186,Rural,Married,65,15.11182,27,0.386309,1,Personal Auto,Personal L2,Offer2,Web,5.434505,Two-Door Car,Large,A,2
3204,BR40272,California,8247.952072,No,Premium,College,2011-01-30,Employed,M,49009,Suburban,Married,105,17.0,28,0.0,7,Personal Auto,Personal L2,Offer2,Branch,504.0,Four-Door Car,Medsize,A,1
3205,SG81493,Arizona,4443.736209,No,Premium,Bachelor,2011-01-01,Employed,M,46384,Rural,Married,113,33.0,93,0.0,1,Corporate Auto,Corporate L1,Offer2,Web,251.774574,Four-Door Car,Medsize,A,1
3206,CI47242,Washington,9029.940704,No,Extended,Bachelor,2011-02-10,Unemployed,M,0,Suburban,Single,138,23.0,93,0.0,3,Personal Auto,Personal L1,Offer1,Agent,1376.958592,SUV,Small,A,2
3207,IA56290,Arizona,2516.103555,No,Basic,College,2011-02-11,Employed,F,88435,Rural,Married,62,16.0,61,0.0,1,Personal Auto,Personal L3,Offer3,Branch,136.263492,Four-Door Car,Small,A,2
3208,VO78441,Washington,3086.873854,No,Extended,Master,2011-02-10,Medical Leave,F,19464,Suburban,Single,84,10.0,94,1.0,1,Personal Auto,Personal L2,Offer3,Agent,871.505797,Four-Door Car,Small,A,2
3216,CG13512,Oregon,9015.819465,No,Basic,College,2011-02-08,Unemployed,M,0,Rural,Married,62,26.0,34,0.0,2,Personal Auto,Personal L3,Offer1,Agent,42.642554,Two-Door Car,Medsize,A,2
3218,ZZ69693,California,2449.580048,No,Basic,High School or Below,2011-01-23,Unemployed,M,0,Suburban,Single,69,20.0,44,0.0,1,Corporate Auto,Corporate L3,Offer3,Branch,496.8,Four-Door Car,Large,A,1
3219,HF44881,Arizona,4542.405346,No,Basic,High School or Below,2011-01-06,Employed,M,29875,Suburban,Single,119,9.0,36,1.0,1,Corporate Auto,Corporate L2,Offer1,Web,571.2,Sports Car,Medsize,A,1
